(6, 3)
(7, 1)
(5, 0)
(6, 2)
(7, 0)
(5, 1)
(7, 2)
(6, 0)
(4, 1)
(2, 0)
(0, 1)
(1, 3)
(0, 5)
(1, 7)
(3, 6)
(5, 7)
(7, 6)
(6, 4)
(5, 6)
(7, 7)
(6, 5)
(7, 3)
(6, 1)
(4, 0)
(5, 2)
(4, 4)
(3, 2)
(5, 3)
(7, 4)
(6, 6)
(4, 7)
(5, 5)
(6, 7)
(7, 5)
(5, 4)
(4, 6)
(2, 7)
(0, 6)
(2, 5)
(3, 7)
(4, 5)
(3, 3)
(2, 1)
(0, 0)
(1, 2)
(0, 4)
(1, 6)
(2, 4)
(4, 3)
(3, 5)
(1, 4)
(2, 6)
(0, 7)
(1, 5)
(0, 3)
(1, 1)
(3, 0)
(4, 2)
(3, 4)
(2, 2)
(1, 0)
(0, 2)
(2, 3)
(3, 1)
